What is Ari Folman,"Ari Folman is an Israeli filmmaker who is expected to attend the Annecy International Animation Film Festival in France. He will be a jury member at the festival alongside other luminaries such as Jeffrey Katzenberg, Matt Groening, Nick Park, and Peter Lord."
What is France,"France is a country located in Western Europe. It is known for its fashion, wine, cuisine, art, historz, and Descartes, among other things."
What is the release date for Adventures,11-Jun
What is Pixar,Pixar stereoscopic supervisor Bob Whitehill will unveil its latest short Day Night on June 12.
What is Bob Whitehill,Bob Whitehill is a Pixar stereoscopic supervisor who will unveil the latest short Day Night on June 12.
What is the latest Pixar short,Day Night
What is Annecy,Annecy is a city in southeastern France. It is the capital of the Haute-Savoie department in the Auvergne-Rh�ne-Alpes region. The city is located on the northern tip of Lake Annecy.
What is Sylvain Chomet,"Sylvain Chomet is a French animator, director, and screenwriter. He is best known for his 2003 film The Triplets of Belleville."
What is The Illusionist,The Illusionist is a 2010 French animated film directed by Sylvain Chomet. The film tells the story of an aging French illusionist who finds himself out of work and travels to Scotland in search of a new audience.
What is the European premiere of Shrek Forever After,The European premiere of Shrek Forever After is on June 8.
What is Shrek Forever,"Shrek Forever is a 2010 American 3D computer-animated fantasy comedy-drama film directed by Mike Mitchell and written by Josh Klausner and Darren Lemke. It is the fourth installment in the Shrek film franchise and serves as a sequel to Shrek the Third (2007). The film stars Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Julie Andrews, John Cleese, Rupert Everett, and Justin Timberlake."
What is Mickael Marin,Mickael Marin is the head of Annecy's Intl.
What is Annecy,Annecy is a French city that is home to the Annecy International Animated Film Festival. The festival opens with Sylvain Chomet's The Illusionist and also features the European premiere of Shrek Forever After.
What is Intl,"Intl is the International Animated Film Festival, which is held annually in Annecy, France."
What is the MIFA,"The MIFA is the Market of Animation Film at the Annecy International Animated Film Festival. Other world preems at the festival include Allez Raconte, a car race actioner from Japan's Takeshi Koike, and Duga, a CGIlive action film from Croatia's Josko Marusic."
What is the market for Animation Film,The market for Animation Film is the Annecy world preems include Allez Raconte car race actioner Redline from Japan s Takeshi Koike and CGIlive action Duga The Rainbow from Croatia s Josko Marusic.
What is MIFA,"MIFA is the Market of Animation Film at the Annecy International Animated Film Festival. Other world premieres at MIFA include Allez Raconte, a car race actioner from Japan's Takeshi Koike, and Duga, a CGI live action film from Croatia's Josko Marusic."
What is Annecy,"Annecy is a market of animation film that is known for its world preems, including Allez Raconte and Redline from Japan, and Duga The Rainbow from Croatia."
What is Allez Raconte,Allez Raconte is a car race actioner from Japan's Takeshi Koike.
What is the Market of Animation Film,The Market of Animation Film is a market where people can buy and sell animated films.
What is Takeshi Koike,Takeshi Koike is a Japanese animator and director. He is best known for his work on the animated films Redline and Duga The Rainbow.
What is the Croatian CGIlive action film Duga The Rainbow about,The film is about a car race actioner from Japan.
What is Croatia,Croatia is a country in Europe.
What is Josko Marusic,Josko Marusic is a Croatian animator and director. His film Duga The Rainbow was a world premiere at the Annecy International Animation Film Festival.
What is the TV contest for storytelling that Allez Raconte is based on,
What is Toonpic,Toonpic is the latest offering from prestige Gallic toon house Les Armateurs. It is currently producing Ari Folman's The Futurological Congress We do have premieres.
What is Gallic,Gallic is a prestige toon house that produces Ari Folman's The Futurological Congress We do have premieres.
What is Les Armateurs,"Les Armateurs is a French animation studio that is responsible for producing The Secret of Kells, Kirikou and the Wild Beasts, and The Futurological Congress."
What is the latest offering from prestige Gallic toon house Les Armateurs,The Secret of Kells
What is Kells,Kells is a toonpic from prestige Gallic toon house Les Armateurs.
What is the latest offering from prestige Gallic toon house Les Armateurs,"The Secret of Kells, Kirikou and the Wild Beasts, which is currently producing Ari Folman's The Futurological Congress."
What is Ari Folman,"Ari Folman is a French animator and film director. He is best known for his 2008 animated documentary, Waltz with Bashir."
What is the latest offering from prestige Gallic toon house Les Armateurs,"The Secret of Kells, Kirikou and the Wild Beasts, and The Futurological Congress."
What is Annecy,Annecy is a film festival that focuses on young talent and small films.
What is the point of Annecy,"The point of Annecy is to take in young talent, the small Competition short from Slovenia to successful films, projects, a market, schools, and computer software designers such as Hewlett Packard, said fest director Serge Bromberg."
What is Hewlett Packard,Hewlett Packard is a computer software designer.
What is Serge Bromberg,Serge Bromberg is the director of the Annecy International Animated Film Festival.
What is Annecy,Annecy is a French animation film festival that features films that have already seen commercial release.
What is Competition,Competition is a film festival that features films that have already been released commercially.
What is Mr. Fox,Mr. Fox is a character in the movie Fantastic Mr. Fox.
